mode,type,key,latency_ms,status,stale,version,rw_interval_ms
w5r1,read,key18,36.00,404,false,0,-1.00
w5r1,read,key18,36.00,404,false,0,-1.00
w5r1,read,key16,87.00,404,false,0,-1.00
w5r1,read,key16,91.00,404,false,0,-1.00
w5r1,read,key16,95.00,404,false,0,-1.00
w5r1,read,key27,59.00,404,false,0,-1.00
w5r1,read,key27,61.00,404,false,0,-1.00
w5r1,read,key40,53.00,404,false,0,-1.00
w5r1,read,key40,55.00,404,false,0,-1.00
w5r1,read,key40,54.00,404,false,0,-1.00
w5r1,read,key16,54.00,404,false,0,-1.00
w5r1,read,key16,53.00,404,false,0,-1.00
w5r1,read,key17,55.00,404,false,0,-1.00
w5r1,read,key10,4.00,404,false,0,-1.00
w5r1,read,key17,55.00,404,false,0,-1.00
w5r1,read,key41,56.00,404,false,0,-1.00
w5r1,read,key10,4.00,404,false,0,-1.00
w5r1,read,key17,57.00,404,false,0,-1.00
w5r1,read,key41,59.00,404,false,0,-1.00
w5r1,read,key10,5.00,404,false,0,-1.00
w5r1,read,key38,55.00,404,false,0,-1.00
w5r1,read,key38,54.00,404,false,0,-1.00
w5r1,read,key16,54.00,404,false,0,-1.00
w5r1,read,key16,54.00,404,false,0,-1.00
w5r1,read,key38,53.00,404,false,0,-1.00
w5r1,read,key4,53.00,404,false,0,-1.00
w5r1,read,key4,52.00,404,false,0,-1.00
w5r1,write,key27,299.00,201,false,1,0.00
w5r1,read,key44,0.00,404,false,0,-1.00
w5r1,write,key27,298.00,201,false,2,0.00
w5r1,read,key44,3.00,404,false,0,-1.00
w5r1,write,key27,298.00,201,false,3,0.00
w5r1,read,key44,0.00,404,false,0,-1.00
w5r1,read,key26,52.00,404,false,0,-1.00
w5r1,write,key35,297.00,201,false,4,0.00
w5r1,read,key35,4.00,200,false,5,1.00
w5r1,read,key26,53.00,404,false,0,-1.00
w5r1,write,key35,298.00,201,false,5,0.00
w5r1,read,key35,0.00,200,false,5,0.00
w5r1,read,key26,52.00,404,false,0,-1.00
w5r1,read,key35,2.00,200,false,5,5.00
w5r1,read,key19,52.00,404,false,0,-1.00
w5r1,read,key35,1.00,200,false,5,50.00
w5r1,read,key31,53.00,404,false,0,-1.00
w5r1,read,key31,54.00,404,false,0,-1.00
w5r1,read,key19,54.00,404,false,0,-1.00
w5r1,read,key35,1.00,200,false,5,56.00
w5r1,read,key31,52.00,404,false,0,-1.00
w5r1,read,key31,55.00,404,false,0,-1.00
w5r1,read,key22,55.00,404,false,0,-1.00
w5r1,read,key2,1.00,404,false,0,-1.00
w5r1,read,key22,55.00,404,false,0,-1.00
w5r1,read,key31,54.00,404,false,0,-1.00
w5r1,read,key22,54.00,404,false,0,-1.00
w5r1,read,key2,1.00,404,false,0,-1.00
w5r1,read,key35,53.00,200,false,5,158.00
w5r1,read,key12,53.00,404,false,0,-1.00
w5r1,read,key40,5.00,404,false,0,-1.00
w5r1,read,key35,55.00,200,false,5,165.00
w5r1,read,key12,53.00,404,false,0,-1.00
w5r1,read,key35,54.00,200,false,5,167.00
w5r1,read,key40,7.00,404,false,0,-1.00
w5r1,read,key40,5.00,404,false,0,-1.00
w5r1,read,key36,51.00,404,false,0,-1.00
w5r1,read,key36,50.00,404,false,0,-1.00
w5r1,read,key19,56.00,404,false,0,-1.00
w5r1,read,key19,53.00,404,false,0,-1.00
w5r1,read,key19,54.00,404,false,0,-1.00
w5r1,read,key0,54.00,404,false,0,-1.00
w5r1,read,key44,5.00,404,false,0,-1.00
w5r1,read,key0,54.00,404,false,0,-1.00
w5r1,read,key0,58.00,404,false,0,-1.00
w5r1,read,key44,6.00,404,false,0,-1.00
w5r1,read,key44,5.00,404,false,0,-1.00
w5r1,read,key15,54.00,404,false,0,-1.00
w5r1,read,key15,54.00,404,false,0,-1.00
w5r1,read,key15,56.00,404,false,0,-1.00
w5r1,read,key28,53.00,404,false,0,-1.00
