mode,type,key,latency_ms,status,stale,version,rw_interval_ms
w1r5,write,key55,26.00,201,false,2810,0.00
w1r5,write,key55,26.00,201,false,2811,0.00
w1r5,write,key55,27.00,201,false,2812,0.00
w1r5,write,key55,28.00,201,false,2813,0.00
w1r5,write,key52,2.00,201,false,2815,0.00
w1r5,write,key52,2.00,201,false,2814,0.00
w1r5,write,key52,2.00,201,false,2816,0.00
w1r5,write,key52,3.00,201,false,2817,0.00
w1r5,write,key55,32.00,201,false,2818,0.00
w1r5,write,key55,34.00,201,false,2821,0.00
w1r5,write,key19,4.00,201,false,2820,0.00
w1r5,write,key19,2.00,201,false,2823,0.00
w1r5,write,key19,5.00,201,false,2819,0.00
w1r5,write,key19,4.00,201,false,2822,0.00
w1r5,write,key52,2.00,201,false,2824,0.00
w1r5,write,key55,38.00,201,false,2826,0.00
w1r5,write,key55,38.00,201,false,2825,0.00
w1r5,write,key19,2.00,201,false,2827,0.00
w1r5,write,key52,1.00,201,false,2828,0.00
w1r5,write,key52,1.00,201,false,2829,0.00
w1r5,write,key55,41.00,201,false,2830,0.00
w1r5,write,key55,41.00,201,false,2831,0.00
w1r5,write,key19,1.00,201,false,2833,0.00
w1r5,write,key19,2.00,201,false,2832,0.00
w1r5,write,key52,1.00,201,false,2834,0.00
w1r5,write,key52,2.00,201,false,2835,0.00
w1r5,write,key19,2.00,201,false,2837,0.00
w1r5,write,key19,4.00,201,false,2836,0.00
w1r5,write,key52,16.00,201,false,2838,0.00
w1r5,write,key19,2.00,201,false,2839,0.00
w1r5,read,key92,67.00,200,false,2781,-1.00
w1r5,write,key2,1.00,201,false,2840,0.00
w1r5,read,key92,69.00,200,false,2781,-1.00
w1r5,read,key92,69.00,200,false,2781,-1.00
w1r5,write,key2,1.00,201,false,2842,0.00
w1r5,write,key2,1.00,201,false,2841,0.00
w1r5,read,key92,71.00,200,false,2788,-1.00
w1r5,write,key2,1.00,201,false,2843,0.00
w1r5,read,key92,68.00,200,false,2788,-1.00
w1r5,write,key2,1.00,201,false,2844,0.00
w1r5,read,key92,68.00,200,false,2788,-1.00
w1r5,read,key92,62.00,200,false,2788,-1.00
w1r5,read,key92,65.00,200,false,2788,-1.00
w1r5,write,key2,1.00,201,false,2845,0.00
w1r5,write,key2,1.00,201,false,2846,0.00
w1r5,read,key92,70.00,200,false,2788,-1.00
w1r5,write,key2,1.00,201,false,2847,0.00
w1r5,write,key2,1.00,201,false,2848,0.00
w1r5,read,key92,65.00,200,false,2788,-1.00
w1r5,write,key2,1.00,201,false,2849,0.00
w1r5,read,key81,50.00,200,false,1998,-1.00
w1r5,write,key78,1.00,201,false,2850,0.00
w1r5,read,key81,50.00,200,false,1998,-1.00
w1r5,read,key81,50.00,200,false,1998,-1.00
w1r5,write,key69,1.00,201,false,2851,0.00
w1r5,write,key78,1.00,201,false,2852,0.00
w1r5,write,key78,1.00,201,false,2853,0.00
w1r5,write,key7,1.00,201,false,2854,0.00
w1r5,read,key81,50.00,200,false,1998,-1.00
w1r5,write,key69,1.00,201,false,2855,0.00
w1r5,write,key69,1.00,201,false,2856,0.00
w1r5,write,key7,0.00,201,false,2858,0.00
w1r5,write,key78,1.00,201,false,2857,0.00
w1r5,read,key81,50.00,200,false,1998,-1.00
w1r5,write,key41,3.00,201,false,2860,0.00
w1r5,write,key41,1.00,201,false,2859,0.00
w1r5,read,key81,50.00,200,false,1998,-1.00
w1r5,read,key81,50.00,200,false,1998,-1.00
w1r5,write,key7,4.00,201,false,2861,0.00
w1r5,write,key96,1.00,201,false,2863,0.00
w1r5,write,key69,3.00,201,false,2862,0.00
w1r5,read,key81,49.00,200,false,1998,-1.00
w1r5,write,key41,1.00,201,false,2865,0.00
w1r5,write,key78,1.00,201,false,2864,0.00
w1r5,write,key41,1.00,201,false,2866,0.00
w1r5,write,key96,4.00,201,false,2867,0.00
w1r5,write,key78,2.00,201,false,2869,0.00
w1r5,write,key96,1.00,201,false,2868,0.00
w1r5,write,key69,1.00,201,false,2870,0.00
w1r5,read,key81,51.00,200,false,1998,-1.00
w1r5,write,key78,7.00,201,false,2871,0.00
w1r5,write,key41,2.00,201,false,2872,0.00
w1r5,write,key7,3.00,201,false,2874,0.00
w1r5,write,key78,6.00,201,false,2873,0.00
w1r5,write,key41,3.00,201,false,2875,0.00
w1r5,read,key81,52.00,200,false,1998,-1.00
w1r5,write,key69,5.00,201,false,2876,0.00
w1r5,write,key66,2.00,201,false,2879,0.00
w1r5,write,key69,3.00,201,false,2880,0.00
w1r5,write,key69,2.00,201,false,2878,0.00
w1r5,write,key78,4.00,201,false,2877,0.00
w1r5,write,key7,8.00,201,false,2881,0.00
w1r5,write,key7,1.00,201,false,2884,0.00
w1r5,write,key69,1.00,201,false,2885,0.00
w1r5,write,key7,1.00,201,false,2883,0.00
w1r5,write,key96,1.00,201,false,2882,0.00
w1r5,write,key41,3.00,201,false,2886,0.00
w1r5,write,key41,6.00,201,false,2889,0.00
w1r5,write,key66,11.00,201,false,2890,0.00
w1r5,write,key41,2.00,201,false,2888,0.00
w1r5,write,key62,2.00,201,false,2887,0.00
w1r5,write,key96,2.00,201,false,2891,0.00
w1r5,write,key96,1.00,201,false,2894,0.00
w1r5,write,key96,1.00,201,false,2892,0.00
w1r5,write,key96,1.00,201,false,2893,0.00
w1r5,write,key23,1.00,201,false,2896,0.00
w1r5,write,key66,8.00,201,false,2895,0.00
w1r5,write,key41,0.00,201,false,2897,0.00
w1r5,write,key41,0.00,201,false,2898,0.00
w1r5,write,key78,8.00,201,false,2899,0.00
w1r5,write,key96,1.00,201,false,2902,0.00
w1r5,write,key41,2.00,201,false,2900,0.00
w1r5,write,key66,1.00,201,false,2903,0.00
w1r5,write,key31,1.00,201,false,2901,0.00
w1r5,write,key66,1.00,201,false,2904,0.00
w1r5,write,key69,2.00,201,false,2906,0.00
w1r5,write,key96,2.00,201,false,2907,0.00
w1r5,write,key66,2.00,201,false,2908,0.00
w1r5,write,key62,2.00,201,false,2905,0.00
